model,mode,task_id,task_type,planning_exec_ready,spec_path,contract_compatible,execution_success,output_valid,row_or_pixel_count,required_fields_ok,geometry_or_raster_ok,duration_seconds,output_path,repair_policy,repair_applied,repair_notes,error_type,error_message
qwen2.5-coder:32b,grounded,T012,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T012_grounded.json,1,1,1,2498,1,1,0.113,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T012/T012_hospital_count_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T013,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T013_grounded.json,1,1,1,2498,1,1,0.133,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T013/T013_school_density_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T014,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T014_grounded.json,1,1,1,1399,1,1,0.105,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T014/T014_tracts_with_schools.gpkg,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T015,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T015_grounded.json,1,1,1,2498,1,1,0.171,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T015/T015_school_hospital_counts.gpkg,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T016,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T016_grounded.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T016/T016_temperature_clip.tif,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T017,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T017_grounded.json,1,1,1,117,1,1,0.025,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T017/T017_temperature_clip_nodata.tif,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T018,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T018_grounded.json,1,1,1,117,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T018/T018_temperature_clip_boundary_crs.tif,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T019,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T019_grounded.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T019/T019_temperature_clip_compressed.tif,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T020,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T020_grounded.json,1,1,1,117,1,1,0.010,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T020/T020_temperature_clip_metadata.tif,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T021,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T021_grounded.json,1,1,1,2498,1,1,1.851,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T021/T021_temperature_zonal_stats.gpkg,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T022,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T022_grounded.json,1,1,1,2498,1,1,1.868,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T022/T022_temperature_mean_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T023,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T023_grounded.json,1,1,1,8,1,1,1.848,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T023/T023_temperature_stats_hot_tracts.gpkg,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T024,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T024_grounded.json,1,1,1,2498,1,1,1.910,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T024/T024_temperature_school_join.gpkg,role_defaults,1,default_layer_roles:school_points,,
qwen2.5-coder:32b,grounded,T025,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T025_grounded.json,1,1,1,2498,1,1,2.271,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T025/T025_temperature_flood_school.gpkg,role_defaults,1,"default_layer_roles:flood_zones,school_points",,
qwen2.5-coder:32b,grounded,T026,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T026_grounded.json,1,1,1,117700,1,1,0.479,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T026/T026_temperature_choropleth.png,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T027,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T027_grounded.json,1,1,1,150060,1,1,0.482,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T027/T027_school_density_choropleth.png,role_defaults,0,,,
qwen2.5-coder:32b,grounded,T028,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T028_grounded.json,1,1,1,190412,1,1,0.717,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T028/T028_flood_exposure_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:32b,grounded,T029,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T029_grounded.json,1,1,1,186827,1,1,0.444,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T029/T029_hospital_access_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:32b,grounded,T030,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T030_grounded.json,1,1,1,124913,1,1,0.827,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T030/T030_multivariate_risk_map.png,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T001,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T001_grounded.json,1,1,1,116,1,1,0.156,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T001/T001_buffer_hospitals.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T002,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T002_grounded.json,1,1,1,116,1,1,0.148,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T002/T002_buffer_hospitals_2500m.gpkg,role_defaults,1,default_layer_roles:study_boundary,,
qwen2.5-coder:3b,grounded,T003,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T003_grounded.json,1,1,1,1,1,1,1.124,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T003/T003_buffer_hospitals_dissolved.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T004,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T004_grounded.json,1,1,1,116,1,1,0.155,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T004/T004_buffer_hospitals_named.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T005,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T005_grounded.json,1,1,1,116,1,1,0.149,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T005/T005_buffer_hospitals_area.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T006,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T006_grounded.json,1,1,1,1696,1,1,0.346,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T006/T006_flood_tract_overlay.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T007,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T007_grounded.json,1,1,1,1696,1,1,0.348,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T007/T007_flood_tract_overlay_area.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T008,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T008_grounded.json,1,1,1,1696,1,1,0.373,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T008/T008_sfha_overlay.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T009,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T009_grounded.json,1,1,1,2498,1,1,0.388,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T009/T009_flood_summary_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T010,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T010_grounded.json,1,1,1,630,1,1,0.331,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T010/T010_high_flood_tracts.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T011,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T011_grounded.json,1,1,1,2498,1,1,0.129,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T011/T011_school_count_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T012,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T012_grounded.json,1,1,1,2498,1,1,0.116,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T012/T012_hospital_count_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T013,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T013_grounded.json,1,1,1,2498,1,1,0.134,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T013/T013_school_density_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T014,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T014_grounded.json,1,1,1,1399,1,1,0.106,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T014/T014_tracts_with_schools.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T015,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T015_grounded.json,1,1,1,2498,1,1,0.168,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T015/T015_school_hospital_counts.gpkg,role_defaults,1,default_layer_roles:hospital_points,,
qwen2.5-coder:3b,grounded,T016,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T016_grounded.json,1,1,1,44,1,1,0.027,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T016/T016_temperature_clip.tif,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T017,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T017_grounded.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T017/T017_temperature_clip_nodata.tif,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T018,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T018_grounded.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T018/T018_temperature_clip_boundary_crs.tif,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T019,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T019_grounded.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T019/T019_temperature_clip_compressed.tif,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T020,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T020_grounded.json,1,1,1,44,1,1,0.010,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T020/T020_temperature_clip_metadata.tif,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T021,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T021_grounded.json,1,1,1,2498,1,1,1.845,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T021/T021_temperature_zonal_stats.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T022,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T022_grounded.json,1,1,1,2498,1,1,1.835,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T022/T022_temperature_mean_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T023,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T023_grounded.json,1,1,1,8,1,1,1.813,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T023/T023_temperature_stats_hot_tracts.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T024,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T024_grounded.json,1,1,1,2498,1,1,1.917,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T024/T024_temperature_school_join.gpkg,role_defaults,1,default_layer_roles:school_points,,
qwen2.5-coder:3b,grounded,T025,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T025_grounded.json,1,1,1,2498,1,1,2.245,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T025/T025_temperature_flood_school.gpkg,role_defaults,1,"default_layer_roles:flood_zones,school_points",,
qwen2.5-coder:3b,grounded,T026,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T026_grounded.json,1,1,1,117700,1,1,0.461,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T026/T026_temperature_choropleth.png,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T027,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T027_grounded.json,1,1,1,185179,1,1,0.524,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T027/T027_school_density_choropleth.png,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T028,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T028_grounded.json,1,1,1,87286,1,1,0.698,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T028/T028_flood_exposure_choropleth.png,role_defaults,0,,,
qwen2.5-coder:3b,grounded,T029,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T029_grounded.json,1,1,1,179645,1,1,0.436,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T029/T029_hospital_access_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:3b,grounded,T030,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T030_grounded.json,1,1,1,125825,1,1,0.822,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T030/T030_multivariate_risk_map.png,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T001,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T001_grounded.json,1,1,1,116,1,1,0.152,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T001/T001_buffer_hospitals.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T002,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T002_grounded.json,1,1,1,116,1,1,0.041,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T002/T002_buffer_hospitals_2500m.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T003,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T003_grounded.json,1,1,1,1,1,1,1.118,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T003/T003_buffer_hospitals_dissolved.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T004,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T004_grounded.json,1,1,1,116,1,1,0.148,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T004/T004_buffer_hospitals_named.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T005,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T005_grounded.json,0,0,0,0,0,0,0.000,,role_defaults,0,,FileNotFoundError,[Errno 2] No such file or directory: 'experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T005_grounded.json'
qwen2.5-coder:7b,grounded,T006,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T006_grounded.json,1,1,1,1696,1,1,0.348,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T006/T006_flood_tract_overlay.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T007,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T007_grounded.json,1,1,1,1696,1,1,0.351,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T007/T007_flood_tract_overlay_area.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T008,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T008_grounded.json,1,1,1,1696,1,1,0.370,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T008/T008_sfha_overlay.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T009,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T009_grounded.json,1,1,1,2498,1,1,0.386,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T009/T009_flood_summary_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T010,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T010_grounded.json,1,1,1,630,1,1,0.335,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T010/T010_high_flood_tracts.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T011,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T011_grounded.json,1,1,1,2498,1,1,0.128,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T011/T011_school_count_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T012,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T012_grounded.json,1,1,1,2498,1,1,0.114,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T012/T012_hospital_count_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T013,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T013_grounded.json,1,1,1,2498,1,1,0.133,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T013/T013_school_density_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T014,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T014_grounded.json,1,1,1,1399,1,1,0.103,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T014/T014_tracts_with_schools.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T015,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T015_grounded.json,1,1,1,2498,1,1,0.167,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T015/T015_school_hospital_counts.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T016,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T016_grounded.json,1,1,1,44,1,1,0.028,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T016/T016_temperature_clip.tif,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T017,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T017_grounded.json,1,1,1,117,1,1,0.010,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T017/T017_temperature_clip_nodata.tif,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T018,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T018_grounded.json,1,1,1,117,1,1,0.010,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T018/T018_temperature_clip_boundary_crs.tif,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T019,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T019_grounded.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T019/T019_temperature_clip_compressed.tif,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T020,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T020_grounded.json,1,1,1,117,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T020/T020_temperature_clip_metadata.tif,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T021,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T021_grounded.json,1,1,1,2498,1,1,1.881,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T021/T021_temperature_zonal_stats.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T022,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T022_grounded.json,1,1,1,2498,1,1,1.860,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T022/T022_temperature_mean_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T023,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T023_grounded.json,1,1,1,8,1,1,1.802,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T023/T023_temperature_stats_hot_tracts.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T024,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T024_grounded.json,1,1,1,2498,1,1,1.938,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T024/T024_temperature_school_join.gpkg,role_defaults,1,default_layer_roles:temperature_raster,,
qwen2.5-coder:7b,grounded,T025,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T025_grounded.json,1,1,1,2498,1,1,2.170,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T025/T025_temperature_flood_school.gpkg,role_defaults,1,"default_layer_roles:flood_zones,school_points",,
qwen2.5-coder:7b,grounded,T026,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T026_grounded.json,1,1,1,117700,1,1,0.473,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T026/T026_temperature_choropleth.png,role_defaults,0,,,
qwen2.5-coder:7b,grounded,T027,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T027_grounded.json,1,1,1,191284,1,1,0.538,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T027/T027_school_density_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:7b,grounded,T028,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T028_grounded.json,1,1,1,87286,1,1,0.682,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T028/T028_flood_exposure_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
